Chromophore,Solvent,Absorption max (nm),log(e/mol-1 dm3 cm-1)
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(F)cc2)cc1,CC#N,357,5.527629901
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(F)cc2)cc1,CC(C)O,357,5.680335513
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(F)cc2)cc1,CCO,357,5.660865478
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(F)cc2)cc1,CO,356,5.593286067
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(F)cc2)cc1,O,359,5.267171728
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc([N+](=O)[O-])cc2)cc1,C1COCCO1,353,5.465382851
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc([N+](=O)[O-])cc2)cc1,C1CCOC1,353,5.57054294
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc([N+](=O)[O-])cc2)cc1,CCOC(C)=O,352,5.450249108
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc([N+](=O)[O-])cc2)cc1,CN(C)C=O,355,5.46834733
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc([N+](=O)[O-])cc2)cc1,CS(C)=O,358,5.460897843
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc([N+](=O)[O-])cc2)cc1,CC#N,352,5.5289167
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc([N+](=O)[O-])cc2)cc1,CC(C)O,352,5.603144373
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc([N+](=O)[O-])cc2)cc1,CCO,352,5.638489257
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc([N+](=O)[O-])cc2)cc1,CO,351,5.544068044
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc([N+](=O)[O-])cc2)cc1,O,354,5.206825876
C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,CO,374,4.683308257
C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,CCO,374,4.673343511
C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,CCCO,374,4.690107439
C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,CC(C)O,374,4.681060244
C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,OCCO,382,4.637829827
C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,CC#N,370,4.592631917
C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,CC(C)=O,371,4.6856074
C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,ClCCl,370,4.645097901
C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,ClC(Cl)Cl,370,4.698970004
C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,CN(C)C=O,378,4.669493538
C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,CS(C)=O,382,4.64563838
C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,C1COCCO1,370,4.681060244
C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,C1CCCCC1,364,4.644586284
CCCCN1C(=O)c2cccc3cccc(c23)C1=O,Cc1ccccc1,342,4.208441356
CCCCN1C(=O)c2cccc3c(OC)ccc(c23)C1=O,Cc1ccccc1,362,4.093421685
CCCCN1C(=O)c2cccc3c(N(C)C)ccc(c23)C1=O,Cc1ccccc1,403,4.290924559
CCCCN1C(=S)c2cccc3cccc(c23)C1=S,Cc1ccccc1,442,4.384532615
CCCCN1C(=S)c2cccc3c(OC)ccc(c23)C1=S,Cc1ccccc1,468,4.229681842
CCCCN1C(=S)c2cccc3c(N(C)C)ccc(c23)C1=S,Cc1ccccc1,536,4.44684771
C(=C/c1ccncn1)\c1ccc(N(c2ccccc2)c2ccc(/C=C/c3ccncn3)cc2)cc1,ClCCl,422,4.469822016
CSc1nccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4ccnc(SC)n4)cc3)cc2)n1,ClCCl,430,4.627570664
Brc1ccc(N(c2ccc(/C=C/c3ccncn3)cc2)c2ccc(/C=C/c3ccncn3)cc2)cc1,ClCCl,417,4.445604203
C(=C/c1cnccn1)\c1ccc(N(c2ccccc2)c2ccc(/C=C/c3cnccn3)cc2)cc1,ClCCl,420,4.553883027
C[n+]1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4cc[n+](C)cc4)cc3)cc2)cc1,ClCCl,402,4.701999475
C[n+]1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4cc[n+](C)cn4)cc3)cc2)nc1,O,525,4.776773802
C[n+]1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4cc[n+](C)cn4)cc3)cc2)nc1,OCC(O)CO,560,4.884455496
C[n+]1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4cc[n+](C)cn4)cc3)cc2)nc1,CS(C)=O,500,4.658974367
C[n+]1ccnc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4c[n+](C)ccn4)cc3)cc2)c1,O,485,4.531223375
C[n+]1ccnc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4c[n+](C)ccn4)cc3)cc2)c1,OCC(O)CO,500,4.584331224
C[n+]1ccnc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4c[n+](C)ccn4)cc3)cc2)c1,CS(C)=O,440,4.758457689
C[n+]1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4cc[n+](C)cc4)cc3)cc2)cc1,O,509,4.496929648
C[n+]1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccc(/C=C/c4cc[n+](C)cc4)cc3)cc2)cc1,OCC(O)CO,496,4.572871602
O=c1oc2ccccc2nc1-c1ccccc1,c1ccccc1,332,4.178976947
O=c1oc2ccccc2nc1-c1ccc(Cl)cc1,c1ccccc1,344,4.240549248
COc1ccc(-c2nc3ccccc3oc2=O)cc1,c1ccccc1,372,4.346352974
COc1ccc2nc(-c3ccccc3)c(=O)oc2c1,c1ccccc1,374,4.269512944
Nc1ccc2nc(-c3ccccc3)c(=O)oc2c1,c1ccccc1,402,4.285557309
CN(C)c1ccc2nc(-c3ccccc3)c(=O)oc2c1,c1ccccc1,436,4.267171728
O=c1oc2ccc3ccccc3c2nc1-c1ccccc1,c1ccccc1,398,4.278753601
O=c1oc2ccc3ccccc3c2nc1-c1ccc(Cl)cc1,c1ccccc1,404,4.26245109
COc1ccc(-c2nc3c(ccc4ccccc43)oc2=O)cc1,c1ccccc1,410,4.315970345
COc1ccc2ccc3oc(=O)c(-c4ccccc4)nc3c2c1,c1ccccc1,404,4.222716471
O=c1oc2ccc3ccc(O)cc3c2nc1-c1ccccc1,c1ccccc1,406,3.785329835
CN(C)c1ccc2ccc3oc(=O)c(-c4ccccc4)nc3c2c1,c1ccccc1,474,3.949390007
Cc1nc2c(ccc3ccccc32)oc1=O,c1ccccc1,364,4.012837225
COc1ccc2ccc3oc(=O)c(C)nc3c2c1,c1ccccc1,368,3.968482949
Cc1nc2c(ccc3ccc(O)cc32)oc1=O,c1ccccc1,370,3.913813852
Cc1nc2c(ccc3ccc(N(C)C)cc32)oc1=O,c1ccccc1,426,3.949390007
O=c1oc2cc(S(=O)(=O)O)c3ccccc3c2nc1-c1ccccc1,CC#N,398,4.127104798
O=c1oc2c(ccc3cc(O)ccc32)nc1-c1ccccc1,c1ccccc1,406,4.23299611
O=c1oc2cc3ccccc3cc2nc1-c1ccccc1,c1ccccc1,356,4.36361198
O=c1oc2c(ccc3ccccc32)nc1-c1ccccc1,c1ccccc1,396,4.0923697
Cn1c(=O)c(-c2ccccc2)nc2ccccc21,c1ccccc1,369,4.130333768
Cn1c(-c2ccc(-c3ccc(-c4ccc(-c5n(C)c6ccccc6[n+]5C)cc4)cc3)cc2)[n+](C)c2ccccc21,O,312,4.7930916
CCn1c(-c2ccc(-c3ccc(-c4ccc(-c5n(CC)c6ccccc6[n+]5CC)cc4)cc3)cc2)[n+](CC)c2ccccc21,O,305,4.783903579
CCCCn1c(-c2ccc(-c3ccc(-c4ccc(-c5n(CCCC)c6ccccc6[n+]5CCCC)cc4)cc3)cc2)[n+](CCCC)c2ccccc21,O,303,4.781755375
Cc1ccc2c(c1)n(C)c(-c1ccc(-c3ccc(-c4ccc(-c5n(C)c6cc(C)ccc6[n+]5C)cc4)cc3)cc1)[n+]2C,O,315,4.824125834
CCn1c(-c2ccc(-c3ccc(-c4ccc(-c5n(CC)c6cc(C)ccc6[n+]5CC)cc4)cc3)cc2)[n+](CC)c2ccc(C)cc21,O,307,4.813580989
CCCCn1c(-c2ccc(-c3ccc(-c4ccc(-c5n(CCCC)c6cc(C)ccc6[n+]5CCCC)cc4)cc3)cc2)[n+](CCCC)c2ccc(C)cc21,O,304,4.800717078
Cc1cc(-c2ccc(-c3n(C)c4ccccc4[n+]3C)cc2)ccc1-c1ccc(-c2n(C)c3ccccc3[n+]2C)cc1,O,299,4.679427897
CCn1c(-c2ccc(-c3ccc(-c4ccc(-c5n(CC)c6ccccc6[n+]5CC)cc4)c(C)c3)cc2)[n+](CC)c2ccccc21,O,290,4.681241237
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2)cc1,ClCCl,688,4.929418926
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccccc5)c(Br)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccccc3)=C2Br)cc1,ClCCl,679,4.875061263
COc1ccc2cc(C3=[N+]4C(=Nc5c(-c6ccccc6)cc(-c6ccc7cc(OC)ccc7c6)n5[B-]4(F)F)C(c4ccccc4)=C3)ccc2c1,ClCCl,706,4.949390007
COc1ccc2cc(C3=[N+]4C(=Nc5c(-c6ccccc6)cc(-c6ccc7cc(OC)ccc7c6)n5[B-]4(F)F)C(c4ccccc4)=C3Br)ccc2c1,ClCCl,695,4.913813852
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccc6ccccc6c5)cc(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccc4ccccc4c3)=C2)cc1,ClCCl,704,4.954242509
COc1ccc(C2=[N+]3C(=Nc4c(-c5ccc6ccccc6c5)c(Br)c(-c5ccc(OC)cc5)n4[B-]3(F)F)C(c3ccc4ccccc4c3)=C2Br)cc1,ClCCl,692,4.944482672
COc1ccc2cc(C3=[N+]4C(=Nc5c(-c6ccc7ccccc7c6)cc(-c6ccc7cc(OC)ccc7c6)n5[B-]4(F)F)C(c4ccc5ccccc5c4)=C3)ccc2c1,ClCCl,718,4.977723605
COc1ccc2cc(C3=[N+]4C(=Nc5c(-c6ccc7ccccc7c6)c(Br)c(-c6ccc7cc(OC)ccc7c6)n5[B-]4(F)F)C(c4ccc5ccccc5c4)=C3Br)ccc2c1,ClCCl,698,4.963787827
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(N(C)C)cc2)[n+]3C)s1,CO,534,4.81756537
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(N(c4ccccc4)c4ccccc4)cc2)[n+]3C)s1,CO,522,4.725911632
Cc1nc2c(ccc3c2sc(/C=C/c2cc4c5c(c2)CCCN5CCC4)[n+]3C)s1,CO,574,4.937016107
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(-n4c5ccccc5c5ccccc54)cc2)[n+]3C)s1,CO,446,4.491361694
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(N4CCN(C)CC4)cc2)[n+]3C)s1,CO,505,4.093421685
COCCN(CCOC)c1ccc(/C=C/c2sc3c4nc(C)sc4ccc3[n+]2C)cc1,CO,533,4.873320602
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(N(CCO)CCO)cc2)[n+]3C)s1,CO,532,4.857332496
Cc1nc2c(ccc3c2sc(/C=C/C=C/c2ccc(N(C)C)cc2)[n+]3C)s1,CO,574,4.832508913
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(N(C)C)cc2)[n+]3C)s1,ClC(Cl)Cl,557,4.678518379
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(N(c4ccccc4)c4ccccc4)cc2)[n+]3C)s1,ClC(Cl)Cl,561,4.72916479
Cc1nc2c(ccc3c2sc(/C=C/c2cc4c5c(c2)CCCN5CCC4)[n+]3C)s1,ClC(Cl)Cl,595,4.981365509
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(-n4c5ccccc5c5ccccc54)cc2)[n+]3C)s1,ClC(Cl)Cl,488,4.326335861
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(N4CCN(C)CC4)cc2)[n+]3C)s1,ClC(Cl)Cl,545,4.72916479
COCCN(CCOC)c1ccc(/C=C/c2sc3c4nc(C)sc4ccc3[n+]2C)cc1,ClC(Cl)Cl,555,4.835056102
Cc1nc2c(ccc3c2sc(/C=C/c2ccc(N(CCO)CCO)cc2)[n+]3C)s1,ClC(Cl)Cl,552,4.695481676
Cc1nc2c(ccc3c2sc(/C=C/C=C/c2ccc(N(C)C)cc2)[n+]3C)s1,ClC(Cl)Cl,617,4.802773725
CCCCCCC1(CCCCCC)c2cc(-c3nc(-c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4cc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)ccc4-5)nc(-c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4cc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)ccc4-5)n3)ccc2-c2ccc(-n3c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc43)cc21,C1CCOC1,382,4.870988814
CCCCCCC1(CCCCCC)c2cc(-c3nc(-c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4cc(N6c7ccccc7Oc7ccccc76)ccc4-5)nc(-c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4cc(N6c7ccccc7Oc7ccccc76)ccc4-5)n3)ccc2-c2ccc(N3c4ccccc4Oc4ccccc43)cc21,C1CCOC1,391,4.23299611
CCCCCCC1(CCCCCC)c2cc(-c3nc(-c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4cc(N6c7ccccc7Sc7ccccc76)ccc4-5)nc(-c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4cc(N6c7ccccc7Sc7ccccc76)ccc4-5)n3)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,C1CCOC1,400,4.029383778
CC[N+]1(CC)CN2C(C)=CC(C)=C(C(=O)O)C2=N1,O,343,3.656673046
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccccc12,O,373,3.648847708
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(C)ccc12,O,379,3.670245853
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(OC)ccc12,O,394,3.57054294
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(Oc3ccccc3)ccc12,O,387,3.573103783
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(SC)ccc12,O,397,3.602059991
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(F)ccc12,O,375,3.70612011
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(Cl)ccc12,O,377,3.651859269
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccc(Cl)cc12,O,367,3.776119799
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccc(C)cc12,O,370,3.579326204
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccc(OC)cc12,O,372,4.016657345
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(C)c(C)cc12,O,378,3.767452718
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(OC)c(OC)cc12,O,392,3.844477176
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1c(OC)ccc(OC)c12,O,368,3.688953463
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1c2ccc2ccccc12,O,406,3.796643704
CC[N+]1(CC)CN2C(C)=CC(C)=C(C(=O)[O-])C2=N1,O,338,3.633165354
CC[N+]1(CC)CN2C(=N1)C(C(=O)[O-])=Cc1ccccc12,O,369,3.593950295
CC[N+]1(CC)CN2C(C)=CC(C)=C(C(=O)O)C2=N1,CN(C)C=O,346,3.048830087
CC[N+]1(CC)CN2C(C)=CC(C)=C(C(=O)[O-])C2=N1,CN(C)C=O,361,3.558228422
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1ccccc12,CN(C)C=O,361,3.758230408
CC[N+]1(CC)CN2C(=N1)C(C(=O)[O-])=Cc1ccccc12,CN(C)C=O,378,3.562411833
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2ccccc2)Sc2ccccc21,CS(C)=O,645,5.477121255
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2ccccc2)Sc2ccccc21,CO,647,4.361727836
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2ccccc2)Sc2ccccc21,CCO,651,4.62324929
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2ccccc2)Sc2ccccc21,O,641,4.982271233
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccccc2)C(C)(C)c2ccccc21,CS(C)=O,645,5.635483747
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccccc2)C(C)(C)c2ccccc21,CO,637,5.487138375
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccccc2)C(C)(C)c2ccccc21,CCO,640,5.437750563
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccccc2)C(C)(C)c2ccccc21,O,634,5.564666064
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2ccc(F)cc2)Sc2ccccc21,CS(C)=O,656,5.334453751
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2ccc(F)cc2)Sc2ccccc21,CO,646,5.336459734
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2ccc(F)cc2)Sc2ccccc21,CCO,648,5.178976947
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2ccc(F)cc2)Sc2ccccc21,O,641,4.568201724
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2cc(F)cc(F)c2)Sc2ccccc21,CS(C)=O,651,5.123851641
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2cc(F)cc(F)c2)Sc2ccccc21,CO,641,5.298853076
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2cc(F)cc(F)c2)Sc2ccccc21,CCO,644,5.190331698
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2cc(F)cc(F)c2)Sc2ccccc21,O,638,4.954242509
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2ccc(C(F)(F)F)cc2)Sc2ccccc21,CS(C)=O,652,5.209515015
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2ccc(C(F)(F)F)cc2)Sc2ccccc21,CO,643,5.474216264
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2ccc(C(F)(F)F)cc2)Sc2ccccc21,CCO,646,5.365487985
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2ccc(C(F)(F)F)cc2)Sc2ccccc21,O,639,4.612783857
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2cccc(C(F)(F)F)c2)Sc2ccccc21,CS(C)=O,653,5.037426498
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2cccc(C(F)(F)F)c2)Sc2ccccc21,CO,642,5.056904851
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2cccc(C(F)(F)F)c2)Sc2ccccc21,CCO,645,5.146128036
CN1/C(=C/C=C(/C=C/c2sc3ccccc3[n+]2C)c2cccc(C(F)(F)F)c2)Sc2ccccc21,O,639,4.653212514
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccc(F)cc2)C(C)(C)c2ccccc21,CS(C)=O,643,5.276461804
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccc(F)cc2)C(C)(C)c2ccccc21,CO,636,5.243038049
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccc(F)cc2)C(C)(C)c2ccccc21,CCO,639,5.079181246
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccc(F)cc2)C(C)(C)c2ccccc21,O,633,5.235528447
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2cc(F)cc(F)c2)C(C)(C)c2ccccc21,CS(C)=O,644,5.271841607
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2cc(F)cc(F)c2)C(C)(C)c2ccccc21,CO,633,5.450249108
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2cc(F)cc(F)c2)C(C)(C)c2ccccc21,CCO,636,5.290034611
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2cc(F)cc(F)c2)C(C)(C)c2ccccc21,O,631,5.235528447
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccc(C(F)(F)F)cc2)C(C)(C)c2ccccc21,CS(C)=O,643,5.230448921
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccc(C(F)(F)F)cc2)C(C)(C)c2ccccc21,CO,634,5.348304863
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccc(C(F)(F)F)cc2)C(C)(C)c2ccccc21,CCO,637,5.301029996
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2ccc(C(F)(F)F)cc2)C(C)(C)c2ccccc21,O,632,5.212187604
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2cccc(C(F)(F)F)c2)C(C)(C)c2ccccc21,CS(C)=O,642,5.230448921
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2cccc(C(F)(F)F)c2)C(C)(C)c2ccccc21,CO,634,5.482873584
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2cccc(C(F)(F)F)c2)C(C)(C)c2ccccc21,CCO,637,5.431363764
CN1/C(=C/C=C(/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2cccc(C(F)(F)F)c2)C(C)(C)c2ccccc21,O,633,5.167317335
CN(C)c1ccc(C=C2Oc3cccc(O)c3C2=O)cc1,CC#N,449,4.571708832
O=C1C(=Cc2ccc(Br)cc2)Oc2cccc(O)c21,CC#N,389,4.45484486
N#Cc1ccc(C=C2Oc3cccc(O)c3C2=O)cc1,CC#N,389,4.403120521
COc1ccc(/C=C(\C)c2nc3ccccc3s2)cc1,CO,330,1.31386722
C/C(=C\c1ccc(C)cc1)c1nc2ccccc2s1,CO,325,1.318063335
C/C(=C\c1ccc(Cl)cc1)c1nc2ccccc2s1,CO,320,1.359835482
COc1ccc(/C=C(\c2ccccc2)c2nc3ccccc3s2)cc1,CO,350,1.413299764
Cc1ccc(/C=C(\c2ccccc2)c2nc3ccccc3s2)cc1,CO,345,1.389166084
Clc1ccc(/C=C(\c2ccccc2)c2nc3ccccc3s2)cc1,CO,340,1.434568904
COc1ccc(/C=C/c2nc3ccccc3s2)cc1,CO,350,1.492760389
Cc1ccc(/C=C/c2nc3ccccc3s2)cc1,CO,345,1.625312451
C(=C/c1nc2ccccc2s1)\c1ccccc1,CO,340,1.392696953
Clc1ccc(/C=C/c2nc3ccccc3s2)cc1,CO,340,1.079181246
CN(C)c1ccc(/C=C(\C#N)c2nc3ccccc3s2)cc1,CO,450,1.113943352
COc1ccc(/C=C(\C#N)c2nc3ccccc3s2)cc1,CO,375,1.322219295
Cc1ccc(/C=C(\C#N)c2nc3ccccc3s2)cc1,CO,355,1.204119983
N#C/C(=C\c1ccccc1)c1nc2ccccc2s1,CO,350,1.278753601
N#C/C(=C\c1ccc(Cl)cc1)c1nc2ccccc2s1,CO,350,1.204119983
N#C/C(=C\c1ccc([N+](=O)[O-])cc1)c1nc2ccccc2s1,CO,360,1.298853076
COc1ccc(/C=C(\C)c2nc3ccccc3o2)cc1,CO,325,1.540329475
C/C(=C\c1ccc(C)cc1)c1nc2ccccc2o1,CO,315,1.209515015
C/C(=C\c1ccccc1)c1nc2ccccc2o1,CO,315,1.385606274
C/C(=C\c1ccc(Cl)cc1)c1nc2ccccc2o1,CO,320,1.409933123
Cc1ccc(/C=C(\c2ccccc2)c2nc3ccccc3o2)cc1,CO,330,1.495544338
Clc1ccc(/C=C(\c2ccccc2)c2nc3ccccc3o2)cc1,CO,330,1.487138375
CN(C)c1ccc(/C=C/c2nc3ccccc3o2)cc1,CO,390,1.352182518
COc1ccc(/C=C/c2nc3ccccc3o2)cc1,CO,340,1.572871602
C(=C/c1nc2ccccc2o1)\c1ccccc1,CO,320,1.338456494
Clc1ccc(/C=C/c2nc3ccccc3o2)cc1,CO,330,1.515873844
COc1cc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c(OC)cc1/C=C/c1ccncc1,Cc1ccccc1,398,4.558708571
COc1cc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c(OC)cc1/C=C/c1ccncc1,C1CCOC1,394,4.719331287
COc1cc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c(OC)cc1/C=C/c1ccncc1,CN(C)C=O,397,4.807535028
COc1cc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c(OC)cc1/C=C/c1ccncc1,CC#N,392,4.715167358
COc1cc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c(OC)cc1/C=C/c1ccncc1,Cc1ccccc1,395,4.542825427
COc1cc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c(OC)cc1/C=C/c1ccncc1,C1CCOC1,394,4.812913357
COc1cc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c(OC)cc1/C=C/c1ccncc1,CN(C)C=O,396,4.864511081
COc1cc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c(OC)cc1/C=C/c1ccncc1,CC#N,392,4.680335513
COc1cc(/C=C/c2nc3ccccc3s2)c(OC)cc1/C=C/c1ccncc1,Cc1ccccc1,416,4.649334859
COc1cc(/C=C/c2nc3ccccc3s2)c(OC)cc1/C=C/c1ccncc1,C1CCOC1,415,4.704150517
COc1cc(/C=C/c2nc3ccccc3s2)c(OC)cc1/C=C/c1ccncc1,CN(C)C=O,416,4.799340549
